case_id,input,issue_category,system,meter_type,meter_model,error_code,support_level,missing_information,resolution
26568,"Title: Narges Gas station: Delete charges
Tags: CI; Narges; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
28315,"Title: Travco- Meter reading issue
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
27567,"Title: Ora- Aqua System Down
Tags: aqua; Ora; PI; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
26817,"Title: New Giza - Aggregation Issue
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
26769,"Title: 10th of Ramadan - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,software/system; meter model; error code; support level,Not available from verified source data.
26536,"Title: SDDC- Meters to be picked up from warehouse
Tags: Hardware; PEM; PI; SDDC",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
27588,"Title: Fouka Bay- Check Meter Readings
Tags: CI; Fouka; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
27756,"Title: New Cairo: Utility Water Meter Maintenance visit
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,software/system; meter model; error code; support level,Not available from verified source data.
27153,"Title: Holandya: Meter Sync Issue
Tags: CI; Iraq; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
27601,"Title: Jump server - Meter verse migration
Tags: jump; Meterverse; PI; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
27710,"Title: Azurra: Several Enquiries
Tags: Azzura; CI; SMS; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
28023,"Title: Caribbeano - Changing STS Tariff
Tags: Caribbeano; CI; SMS; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
26524,"Title: Elkhamayel- How to reinstall meter for customer
Tags: aqua; CI; ElKhamayl; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
26500,"Title: Sun Capital - Change relay status
Tags: CI; Smart; Software; Suncapital",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
28644,"Title: Cesar: Showing System setting
Tags: Cesar Bay; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
26551,"Title: Emdad - Can not charge in all POS
Tags: CI; Emdad; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
28440,"Title: Sidi abdelrahman - Update tariff
Tags: CI; Software; Stella; STS",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
26548,"Title: Elkhamayel- Reset Meter From Database
Tags: aqua; ElKhamayl; PI; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
27001,"Title: Epower-Info about device and schema
Tags: CI; Epower; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
29569,"Title: Benha - Utility Water Meter Maintenance
Tags: Hardware; PI; PWM; Utility",Hardware,Unknown,Water,Unknown,Unknown,Unknown,software/system; meter model; error code; support level,Not available from verified source data.
27149,"Title: New Giza - Deleting a Settlement
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
28557,"Title: Azurra - Rejected 02
System Info: Rejecetd 02
Tags: Azurra; CI; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
26716,"Title: Kattamya: Uninstal and Instal Meter
Tags: aqua; CI; Kattameya; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
28448,"Title: Korra - Setting time and date
Tags: Korra; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
29551,"Title: Electronile - Meterverse Update
Tags: Electronile; Meterverse; PI; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
27758,"Title: The View- Inquiry about how to add meter batch
Tags: aqua; CI; Software; The view",Software,Aqua,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
27717,"Title: Private Sector: Meters Maintenance Follow-up
Tags: Hardware; PEM; PI; Private; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
28631,"Title: Mountain view - Can not add new tariff
Tags: Mountain View; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
27484,"Title: Cornado- Inquiry about STS control cards
Tags: Cornado; Hardware; PI; PWM",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
26508,"Title: Utility Water Meter Maintenance - New Assiut
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,software/system; meter model; error code; support level,Not available from verified source data.
26643,"Title: Arabiano - PF Update
Tags: arabiano; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
27200,"Title: Travco- Check Ports and IP of HES Operator
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
27296,"Title: Injaz - Inquiry regarding software deployment
Tags: CI; Injaz; Inquiry; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
27634,"Title: Travco: Invoices Issue
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
28507,"Title: Sun Capital - Reports
Tags: CI; Smart; Software; Suncapital",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
26633,"Title: Light Power - Inquiry about double charge on sts system
Tags: CI; Lightpower; Software; STS",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
28099,"Title: Florenza - IC0203 with tariff card
System Info: IC0203
Tags: CI; Florenza; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
27052,"Title: EPower: Energy 360 Update
Tags: CI; Epower; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
26666,"Title: Korra - Issue with missing charges
Tags: Korra; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
29538,"Title: Elkhamayel - Reset water meter
Tags: aqua; CI; ElKhamayl; Software",Software,Aqua,Water,Unknown,Unknown,Unknown,meter model; error code; support level,Not available from verified source data.
29562,"Title: 10th of ramadan - Utility electrical meter maintenance
Tags: Hardware; PEM; PI; Utility",Hardware,Electric,Electric,Unknown,Unknown,Unknown,meter model; error code; support level,Not available from verified source data.
26703,"Title: Elsewedy E&C- Inform them to pick up meters from factory
Tags: Elsewedy E&C; Hardware; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
26571,"Title: Travco: Steps for deleting readings
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
28553,"Title: Injaz - CT ratio cards
Tags: CI; Injaz; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
29481,"Title: Fanadir - Steps to open account on V5 meter
Tags: CI; Fanadir; Hardware; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
28073,"Title: New Heliopolis- IC-203 in PWM
System Info: IC-203
Tags: CI; Hardware; New Heliopolis; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
27311,"Title: Soma bay - Change relay status
Tags: PI; Smart; Software; Somabay",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
29521,"Title: Emdad- Inquiry about tariff card
Tags: aqua; CI; Emdad; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
27886,"Title: October - Utility Water Meter Maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,software/system; meter model; error code; support level,Not available from verified source data.
26932,"Title: Alex - Open Accounts
Tags: Alex; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
26577,"Title: Elsewedy E&C- Meter Screen toggles on and off
Tags: Elsewedy E&C; Hardware; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
26776,"Title: Relantecs - Can not issue cards from aqua software
Tags: aqua; PI; Relantecs; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
26845,"Title: New Giza - Deleting Meters from Database
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
26679,"Title: New Giza - Error 108
Tags: CI; New giza; Software; vending",Software,Vending,Unknown,Unknown,108,Unknown,meter type; meter model; support level,Not available from verified source data.
28542,"Title: Private Sector Meters Maintenance Follow-up
Tags: Hardware; PI; Private; PWM; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
26859,"Title: Edelma - Changing Friendly Time
Tags: CI; Edelma; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
26725,"Title: ElAbd - Meter does not respond to customer card
Tags: CI; ElAbd; Hardware; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,software/system; meter type; meter model; error code; support level,Not available from verified source data.
27133,"Title: Galleria: Vending Deployment
Tags: Galleria Mall; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
26630,"Title: Korra - Vending System Down
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
26754,"Title: Elbostan- Error when writing data to card
Tags: CI; ElBostan; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,meter type; meter model; error code; support level,Not available from verified source data.
26766,"Title: 10th of Ramadan - Utility electrical meter maintenance
Tags: CDC; CI; Hardware; SEM; SLA; Utility",Hardware,Electric,Electric,Unknown,Unknown,Unknown,meter model; error code; support level,Not available from verified source data.
