case_id,input,issue_category,system,meter_type,meter_model,error_code,support_level,missing_information,resolution,resolution_source
28487,"Title: Hurghada Hub- Reject 02
System Info: Reject 02
Tags: Hardware; Hurghada Hub; PEM; PI",Hardware,Unknown,Unknown,Unknown,02,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
28485,"Title: Power Electric - Update customer details
Tags: CI; Meterverse; Power Electric; Software",Software,MeterVerse|Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28484,"Title: Amwaj- Delete Charge
Tags: Amwaj; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28483,"Title: Emaar - Marassi - Duplicated Meters
Tags: CI; Emaar; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28450,"Title: Korra - Piacera - Charge details
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28448,"Title: Korra - Setting time and date
Tags: Korra; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28446,"Title: Hurghada Hub - Issue New Tariff Card
Tags: CI; Hurghada Hub; Software; STS",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28445,"Title: Sidi abdelrahman - Update tariff
Tags: CI; Software; Stella; STS",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28444,"Title: Hurghada Hub- Troubleshoot Charging problem
Tags: CI; Hurghada Hub; Software; STS",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28443,"Title: SC zone- Get codes for MPMS3000
Tags: CI; MPMS3000; SC zone; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28442,"Title: MEDC- Maintenance Follow up
Tags: Hardware; MEDC; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28441,"Title: Cornado- Inquiry about tariff in aqua software
Tags: aqua; CI; Cornado; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28440,"Title: Sidi abdelrahman - Update tariff
Tags: CI; Software; Stella; STS",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28439,"Title: Obour - Utility water meter maintenance
Tags: CI; Hardware; NUCA; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28438,"Title: SCDC - Ayyat - Creating Inspection Report
Tags: Hardware; PEM; PI; Scdc; Utility; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28437,"Title: Private Sector Water Meters New Configuration
Tags: Hardware; PI; Private; PWM; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28436,"Title: Korra - Tariff difference settlement
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28435,"Title: Almaza Bay _Travco - Electrical Meters Communication troubleshooting
Tags: CI; Hardware; O/S; SEM; Travco",Hardware|Communication,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28434,"Title: Private Sector Meters Maintenance Follow-up
Tags: Hardware; PI; Private; SEM; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28433,"Title: Azurra - Rejected 02
System Info: Rejected 02
Tags: Azurra; CI; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28431,"Title: Epower - Valve does not open/close correctly with E-106
System Info: E-106
Tags: CI; Epower; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,106,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
28430,"Title: Azurra - Rejected 02
System Info: Rejected 02
Tags: Azurra; CI; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28429,"Title: New Cairo - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28428,"Title: New Obour - Utility water meter maintenance
Tags: CI; Hardware; NUCA; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28427,"Title: Stone residence - Checking failed communication meters
Tags: CI; Hardware; O/S; PI; SEM; Stone residence",Hardware|Communication,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28426,"Title: Utilities - Delete charge
Tags: CI; Software; Utilities; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28425,"Title: Emaar - Marassi - Meter duplication
Tags: CI; Emaar; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28424,"Title: New Giza - Update meter name
Tags: CI; Newgiza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28423,"Title: Fouka Bay - Wrong readings
Tags: CI; Fouka; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28422,"Title: Courtyard - Delete charge
Tags: CI; Courtyard; Software; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28420,"Title: Power Electric - Inquiry abou max ampere or KW for meters
Tags: CI; Meterverse; Power Electric; Software",Software,MeterVerse|Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28419,"Title: New Giza - Invoice Issue
Tags: CI; Newgiza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28418,"Title: Cecilia - Update tariff
Tags: Cecilia; CI; Software; STS",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28417,"Title: Eko Mena - Meterverse deployment (Electricity )
Tags: CI; Eko Mena; Meterverse; Software",Software,MeterVerse|Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28416,"Title: Nabk - Reset meter
Tags: Eamar; Meterverse; PI; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28415,"Title: Utilities - Error 0447 with customer card
System Info: Err 0447
Tags: CI; Hardware; PEM; Utilities",Hardware,Unknown,Unknown,Unknown,0447,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
28414,"Title: Utilites - CT ratio card error
System Info: err 1091
Tags: CI; Hardware; PEM; Utilities",Hardware,Unknown,Unknown,Unknown,1091,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
28413,"Title: Nabk - Test open account
Tags: CI; Eamar; Meterverse; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28411,"Title: ElAbd - Inquiry about customer settlements
Tags: aqua; CI; ElAbd; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28409,"Title: Malibu - Update tariff
Tags: aqua; CI; Malibu; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28408,"Title: Cecilia - Rejected 02
Tags: Cecilia; CI; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28407,"Title: Ora- Maintenance Inquiry
Tags: Hardware; Ora; PI; PWM",Software|Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28406,"Title: The View- Inquiry about mend card from aqua
Tags: aqua; CI; Software; The view",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28405,"Title: Travco- Delete User
Tags: CI; Software; Travco; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28404,"Title: Cornado- Inquiry about tariff card
Tags: aqua; CI; Cornado; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28403,"Title: Cornado- Issue Tariff Card from sts
Tags: CI; Cornado; Software; STS",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28402,"Title: Ecklat Portsaid - Error 0001 on V5 with remove tamper card
System Info: Err 0001
Tags: CI; Ecklat; Hardware; PEM",Hardware,Unknown,Unknown,Unknown,0001,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
28400,"Title: Travco- Site Visit- Smart Meters Comm problem
Tags: CI; Hardware; SEM; Travco",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28399,"Title: Emaar - Invoice Issue
Tags: CI; Emaar; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28398,"Title: Korra - Issue control cards
Tags: aqua; CI; Korra; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28397,"Title: Korra - Can not read card
Tags: aqua; CI; Korra; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28396,"Title: Sherouk - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28395,"Title: Badr - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28394,"Title: Private Sector Meters Maintenance Follow-up
Tags: Hardware; PEM; PI; Private; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28393,"Title: 10th of Ramadan - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28391,"Title: Sun Capital - Electrical and water meters communication troubleshooting
Tags: CI; Hardware; SEM; Suncapital; W",Hardware|Communication,Electric,Water|Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28390,"Title: 10th of Ramadan - Utility electrical meter maintenance
Tags: CDC; CI; Hardware; PI; SEM; SLA; Utility",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28389,"Title: New Giza - Update meter name
Tags: CI; Newgiza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28388,"Title: Elkhamayel - Reset water meter
Tags: aqua; CI; ElKhamayl; Software",Software,Aqua,Water,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28387,"Title: Korra: Error with resetting meter and change meter on the same meter
System Info: User card, Reset card, and change meter card all give used while control cards give good
Tags: CI; Hardware; Korra; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28386,"Title: Korra Vending- Reinitialize faulty meter
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28385,"Title: Activate MPMS for Mountain view
Tags: CI; Mountain View; MPMS; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28384,"Title: Light Power- Issue STS Tariff Card
Tags: CI; Lightpower; Software; STS",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28383,"Title: Soma Bay: Making Clear Fault card
Tags: CI; SMS; Software; Somabay",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28382,"Title: Elgouna- Follow up on meters' communication problems
Tags: CI; Elgouna; Smart; Software",Software|Communication,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28381,"Title: Emaar - Uptown - Duplicated Meters
Tags: Emaar; PI; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28380,"Title: Florenza: Read card error
System Info: Read card pop out only loading
Tags: CI; Florenza; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28379,"Title: BDC - Creating Maintenance Report
Tags: BDC; CI; Utility",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28378,"Title: Edelma - Friendly Time Investigation
Tags: CI; Edelma; Hardware; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28377,"Title: Epower - Creating Charging Center Inquiry
Tags: CI; Epower; Inquiry; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28376,"Title: Ecklat - Leakage Issue
System Info: انذار
Tags: CI; Ecklat; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28375,"Title: Ecklat - Charging Issue
System Info: Used
Tags: CI; Ecklat; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28374,"Title: Amexico - Getting Software Version
Tags: Amexico; CI; SMS; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28373,"Title: Amexico - Issuing Read Card
Tags: Amexico; CI; SMS; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28372,"Title: Emaar - Uptown - Duplicated Meters
Tags: Emaar; PI; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28371,"Title: Korra: Error with initial card
System Info: Error: E-0001, E-2143
Tags: Hardware; Korra; PEM; PI",Hardware,Unknown,Unknown,Unknown,0001|2143,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
28370,"Title: Travco: Reading Sync Issue
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28369,"Title: Scandeck: Delete Charge
Tags: CI; ScanDeck; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28368,"Title: Florenza: Delete Charge
Tags: CI; Florenza; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28367,"Title: Azurra: Several Enquiries about the software
Tags: Azurra; CI; Software; Visa",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28366,"Title: NCDC: Salam Lab maintenance visit
Tags: Hardware; NCDC; PI; Utility",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28365,"Title: New Giza: Editing Transferred balance
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28363,"Title: Update Trainings accounts
Tags: aqua; CI; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28362,"Title: Utilities- Problem with meter balance
Tags: Hardware; PEM; PI; Utilities",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28357,"Title: Ora- Follow Up on meters in maintenance
Tags: Hardware; Ora; PI; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28356,"Title: New Giza: Missing Invoices
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28355,"Title: CDC- 10th of Ramadan - Utility electrical meter maintenance
Tags: CDC; CI; Hardware; SEM; SLA; Utility",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28354,"Title: Private Sector Meters Maintenance Follow-up
Tags: Hardware; PI; Private; PWM; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28353,"Title: Alex- Inquiry about deleting customer with settlement
Tags: Alex; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28352,"Title: New Giza: Edit customer name
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28350,"Title: Remco- Delete PVMS Charges
Tags: CI; PVMS; REMCO; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28348,"Title: Remco- Delete PVMS Charges
Tags: CI; PVMS; REMCO; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28347,"Title: Mountain View- Install MPMS for 2 devices
Tags: CI; Mountain View; MPMS3000; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28346,"Title: Sun Capital - Electrical And Water Meters Communication troubleshooting
Tags: CI; Hardware; SEM; Suncapital; W",Hardware|Communication,Electric,Water|Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28345,"Title: Sun Capital - Electrical And Water Meters Communication troubleshooting
Tags: CI; Hardware; PI; SEM; Suncapital; W",Hardware|Communication,Electric,Water|Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28344,"Title: Alex - Open user
Tags: Alex; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28343,"Title: BDC- Follow up on problem with delivering meters
Tags: BDC; Hardware; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28342,"Title: Trivium-Meter Valve Closed
Tags: Hardware; PI; PWM; Trivium",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28341,"Title: Coral Bay- System keeps loading
Tags: Coral; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28340,"Title: Electronile- Steps how to delete meter from customer
Tags: CI; Electronile; Meterverse; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28339,"Title: Korra - Steps to reset meter
Tags: aqua; CI; Korra; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28338,"Title: Emaar- Marassi - Delete duplicated meter
Tags: CI; Emaar; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28337,"Title: Electronile- Steps to add meter batch
Tags: CI; Electronile; Meterverse; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28336,"Title: Travco- IC Power problem in meter screen
Tags: Hardware; PEM; PI; Travco",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28335,"Title: Elsewedy Utilities- Inform them to delete meters
Tags: CI; Software; Utilities; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28334,"Title: Chinese Mall- Error 1541 in MT514
System Info: error 1541
Tags: Chinese Mall; Hardware; PEM; PI",Hardware,Unknown,Unknown,MT514,1541,Unknown,System or software involved | Meter type: Electric or Water,Not available from verified source data.,none
28333,"Title: Private Sector Meters Maintenance Follow-up
Tags: Hardware; PI; Private; SEM; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28332,"Title: Chinese Mall- Error 0170 in MT514
System Info: Error 0170
Tags: Chinese Mall; CI; Hardware; PEM",Hardware,Unknown,Unknown,MT514,0170,Unknown,System or software involved | Meter type: Electric or Water,Not available from verified source data.,none
28331,"Title: Hurghada Hub- IStgood and Reject 01 Errors with same card
Tags: Hardware; Hurghada Hub; PI; PWM",Hardware,Unknown,Unknown,Unknown,01,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
28330,"Title: Blue Mind - Can not read or write cards
Tags: Bluemind; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28329,"Title: Epower- Inquiry about changing commercial tariff
Tags: CI; Epower; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28328,"Title: Mena Oasis - Follow up about meters in maintenance
Tags: Hardware; Mena Oasis; PI; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28327,"Title: MEDC- Follow up with warehouse about meters that will be sent
Tags: Hardware; MEDC; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28326,"Title: Kattameya - Follow Up on meters in maintenance
Tags: Hardware; Kattameya; PI; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28325,"Title: New Giza- Inquiry about deleting charge
Tags: CI; New giza; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28324,"Title: Elnarges - Delete power factor settlement
Tags: Narges; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28323,"Title: Mena Oasis- Error 201
System Info: Error 201
Tags: CI; Hardware; Mena Oasis; PEM",Hardware,Unknown,Unknown,Unknown,201,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
28322,"Title: Ecklat - Issue with meter consumption
Tags: CI; Ecklat; Hardware; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28320,"Title: Somabay- Add meters to symbiot
Tags: CI; Smart; Software; Somabay",Software,Symbiot,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28319,"Title: New Giza- Delete Charge
Tags: CI; New giza; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
