Account,District,POS,Case Type,Date,Meter Number / Customer Number,Meter Type,Case Details,Action Taken,Error Code,Case Category,Case Severity,Status,Action Owner,Comment,source_year,Categories,FM team member
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20135660,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20280072,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20319564,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20289145,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20169884,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20142766,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20311208,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20308732,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,30367516,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20171973,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20075041,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,the card inlet house was damaged and needs to be fixed by the technician,Card inlet house,Hardware,Minor,In Progress,Customer,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20159527,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,the card inlet house was damaged and needs to be fixed by the technician,Card inlet house,Hardware,Minor,In Progress,Customer,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20299650,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,the card inlet house was damaged and needs to be fixed by the technician,Card inlet house,Hardware,Minor,In Progress,Customer,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20311806,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,the card inlet house was damaged and needs to be fixed by the technician,Card inlet house,Hardware,Minor,In Progress,Customer,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20371241,ME514-V4,The meter Password key gone 00 and also meter number customer number all turned to be zero,the password key was inserted with the VTC tool in the meter and case solved,802,Meter Issue,Critical,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20299663,ME514-V4,the meter number not matching with the one in the software as the technician installed the meter in wrong place ,the meter number was modified and issue solved,101,Scdc Request,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-21,20116518,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter and the meter turned out be have manipulation in the internal connections of the meter ,Report was made to SCDC as the customer opened the top cover and make adjustments to the meter and that is meter abuse,Abuse,Hardware,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-01-22,201233845,ME514-V4,The customer complains about that E-finance charge was not inserted to the meter,the software team feeded us back that is common Efinance Bug and they sent mails to them and the problem was from their side,Lost Charge,Charging Issue,Major,Done,Service Management,The problem in E-Finance system and not ours,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-23,302214339,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Central,Abd El-Dayem,Enhancement,2020-01-23,-,ME514-V4,"They need to add Cell in the vending window identifying that that is a stolen meter and was replaced with another one ""عداد مسروق كارت""",The issue was reported to the software team and waiting to solve it,,Meter Inspection,Critical,Done,Software,Software team said they will be in the next release as they has Tender coming up,2020,,
SCDC,Central,Abd El-Dayem,Enhancement,2020-01-23,-,ME514-V4,they wanted new payment method in the software which called المصادقات فى التقرير المالى ,The issue was reported to the software team and waiting to solve it,,Meter Inspection,Critical,Done,Software,Software team said they will be in the next release as they has Tender coming up,2020,,
SCDC,Central,Abd El-Dayem,Enhancement,2020-01-23,-,ME514-V4,"report bugged and not working called ""Change customers information - تقرير تغيير بياتات العملاء  and they want it solved by Saturday morning",The issue was reported to the software team and waiting to solve it and it was done by ahmed Radwan from the software side on 27 Jan,,Meter Inspection,Critical,Done,Software,-,2020,,
SCDC,Central,Abd El-Dayem,Enhancement,2020-01-23,-,ME514-V4,Many reports have fake headers and footers giving them wrong district names - العنوان يبقى مضبوط حسب الادارة العامة ,The issue was reported to the software team and waiting to solve it and they solved the case on 27 Jan,,Meter Inspection,Critical,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-23,302289749,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-23,302275454,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-23,302235677,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-23,302207406,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Dokki,Maintenance,2020-01-26,301286521,ME514-V4,The customer has lost charge upon changing meter and need it back,the software reported with the case and solved it,Lost Charge,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Country,Werdan,Maintenance,2020-01-26,-,ME514-V4,the employee requested to know how to change meters to solve installation issue,I uninstructed him with the steps and how to reach that option from the vending software ,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Helwan,Maintenance,2020-01-26,"203232635 
",ME514-V4,The customer was not released and they need to get it back from the archived database so they can release the meter again,The issue was reported to the software team and solved,,Meter Inspection,Minor,Done,Software,-,2020,,
SCDC,South,Helwan,Maintenance,2020-01-26,203214176,ME514-V4,"the customer wanted to charge for the first time and the software gives error message ""the customer was not released"" and stated that he took the initial charge ",the issue was escalated to software team and solved it,Database error,Vending Software Bug,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-26,303241646,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,South,Helwan,Maintenance,2020-01-26,20302851,ME514-V4,the meter was burned on purpose and we will not fix it,Report was made as we will not fix it and will be scrapped,Burned,Hardware - Scrap,Minor,Done,Service Management,-,2020,,
SCDC,South,Helwan,Maintenance,2020-01-26,20304406,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Helwan,Maintenance,2020-01-26,20099163,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,Country,Bashteel,Maintenance,2020-01-26,509203733,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Country,Waraa,Maintenance,2020-01-26,502201441,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Central,Abd El-Dayem,Enhancement,2020-01-28,-,ME514-V4,"They want to add field named ""نوع التغيير"" to choose if they want specific object to show up and to lower the time taken fir the report to be generated",the issue was escalated to software team.,,Meter Inspection,Major,Done,Software,Software team said they will be in the next release as they has Tender coming up,2020,,
SCDC,Central,Abd El-Dayem,Enhancement,2020-01-28,-,ME514-V4,They want the report of the Technician follow up متابعة الفنيين if they choose a district the technicians of this district only shows up and not all the Company technicians,the issue was escalated to software team.,,Meter Inspection,Major,Done,Software,Software team said they will be in the next release as they has Tender coming up Done @ 16 April,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-28,302243278,ME514-V4,The meter gives error 106 as it has wrong data ,Mend card was made and issue Solved,106,Charging Issue,Major,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-28,302204404,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-28,20091643,ME514-V4,The meter Password key gone 00 and also meter number customer number all turned to be zero,the password key was inserted with the VTC tool in the meter and case solved,802,Meter Issue,Critical,Done,Service Management,-,2020,,
SCDC,Country,Nahya,Maintenance,2020-01-29,20391020,ME514-V4,The meter Password key gone 00 and also meter number customer number all turned to be zero,the password key was inserted with the VTC tool in the meter and case solved,802,Meter Issue,Critical,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-29,302215406,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,South,Abu El Nomros,Maintenance,2020-01-29,20398755,ME514-V4,The meter Password key gone 00 and also meter number customer number all turned to be zero,the password key was inserted with the VTC tool in the meter and case solved,802,Meter Issue,Critical,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-30,302222850,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-30,302236865,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-30,302289393,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-30,303258733,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Haram,Haram,Maintenance,2020-01-30,20163147,ME514-V4,The meter Password key gone 00 and also meter number customer number all turned to be zero,the password key was inserted with the VTC tool in the meter and case solved,802,Meter Issue,Critical,Done,Service Management,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-01-30,303268860,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,South,Abu El Nomros,Maintenance,2020-01-30,20289614,ME514-V4,the meter had negative money 7 K negative without any corresponding consumption,the meter was reset and change meter was made on system,Fake Demand charge,Meter Issue,Critical,Done,Service Management,-,2020,,
SCDC,South,Ayaat,Maintenance,2020-01-30,207237858,ME514-V4,The meter was installed wrongly at the customer and we need to fix the issue,The software team inserted the meter number manually,108,Scdc Request,Minor,Done,Software,-,2020,,
SCDC,Central,Abd El-Dayem,Maintenance,2020-02-01,-,ME514-V4,the vending software was down at all SCDC as the whole POSs was unable to open the web application,the software team was reported and they solved the case entering the server remotely and restart all services again and recommends not to restart the server PC as it is not healthy for database,Server,Scdc Request,Critical,Done,Software,-,2020,,
SCDC,South,Abu El Nomros,Maintenance,2020-02-01,204202083,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Middle,Basatin,Maintenance,2020-02-01,404232754,ME514-V4,The meter number was changed by itself in the database ,the software solved the case entering the right meter number manually,Database error,Vending Software Bug,Major,Done,Software,-,2020,,
SCDC,Central,Abd El-Dayem,Maintenance,2020-02-02,-,ME514-V4,Checking FAWRY servers down by our side and the case was escalated to the software team at once ,the software team solved the issue by restarting fawry servers from the server as they were down,Fawry,Charging Issue,Critical,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-02-02,302271213,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-02-02,302249533,ME514-V4,The meter gives error 106 as it has wrong data ,Mend card was made and issue Solved,106,Charging Issue,Major,Done,Service Management,-,2020,,
SCDC,Country,Awseem,Maintenance,2020-02-03,509224271,ME514-V4,The meter was not released from the vending software and already installed on the customer with wrong number,the software team fixed the issue,101,Scdc Request,Minor,Done,Software,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-03,2012300999,ME514-V4,the customer installments is registered several times on the system with the same amount,we escalated the case to the software team and after investigation they employee entered it manually several times making change meter more than 2 times and solved the double payments,Duplicate Payment ,Scdc Request,Minor,Done,Software,-,2020,,
SCDC,Dokki,Dokki,Maintenance,2020-02-03,301278790,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Middle,Basatin,Maintenance,2020-02-04,404221672,ME514-V4,The meter gives error 107 to the customer after they made change meter and inserted the initial charge on the meter and they can not make mend card for the customer and gives also data base error on the vending,the software team took the case xml with no feedback so the customer changed the meter to another one,Database error,Vending Software Bug,Major,Done,Service Management,-,2020,,
SCDC,Dokki,Boulaq,Maintenance,2020-02-04,303237362,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-02-04,302210649,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-02-04,302273397,ME514-V4,The customer card giving error Z001 while charging,Mend card was made and issue Solved,Z001,Charging Issue,Major,Done,Service Management,-,2020,,
SCDC,Dokki,Boulaq,Maintenance,2020-02-05,303238582,ME514-V4,"The customer card gives error ""that is not customer card"" and mend card was disabled for this customer",the software solved the case,Database error,Vending Software Bug,Major,Done,Software,-,2020,,
SCDC,Middle,Basatin,Maintenance,2020-02-05,404218014,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Boulaq,Maintenance,2020-02-06,303228505,ME514-V4,The meter number was not returned automatically,we sent the software team meter number and they inserted it manually ,Missing Data,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Country,Awseem,Maintenance,2020-02-08,509204138,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,South,Abu El Nomros,Maintenance,2020-02-08,204202950,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Haram,Haram,Maintenance,2020-02-08,102244887,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Haram,Haram,Maintenance,2020-02-08,102219367,ME514-V4,The customer has lost charge upon changing meter and need it back,the software reported with the case and solved it,Lost Charge,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Dokki,Maintenance,2020-02-08,301262098,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Dokki,Faisal,Maintenance,2020-02-08,302260464,ME514-V4,The customer meter released but it was not with the right settings as the customer number on page 73 is wrong,the software solved the case,108,Scdc Request,Minor,Done,Software,-,2020,,
SCDC,Haram,Haram,Maintenance,2020-02-08,102225029,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20306478,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20078148,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,the card inlet house was damaged and needs to be fixed by the technician,Relay,Hardware,Minor,Done,Factory,Done @ 8 June,2020,,
SCDC,Country,Awseem,Maintenance,2020-02-09,509204137,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,Country,Awseem,Maintenance,2020-02-09,509236215,ME514-V4,the meter calculate 2 months for the same tariff wrongly as the customer made Set time and date action in the middle of the month,mend card was made at the beginning of the month should be made to overcome this issue,Time & Date,Scdc Request,Minor,Done,Service Management,-,2020,,
SCDC,Dokki,Dokki,Maintenance,2020-02-09,3012620980,ME514-V4,The meter gives error 400 (wrong charge sequence),"The Charging times was reported to the software team and they solved the case, Mend card was made and case solved.",400,Charging Issue,Major,Done,Software,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20082297,ME514-V4,the card inlet house was damaged ,we opened the meter clean the pins of the card inlet house and remove dust of it and it is working,Card inlet house,Hardware,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20135386,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20306124,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20079448,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20308449,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20118087,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20076307,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20077792,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20402713,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20399919,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20104172,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20136954,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20402562,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20412564,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20093602,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20080558,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20399471,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20318270,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20313329,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20399653,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20079354,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20124829,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20095538,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20095234,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20089614,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20118133,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20135231,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20412023,ME514-V4,the screen of the meter was dislocated,it was solved ,Screen,Hardware,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20123004,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20403517,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20082978,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20324243,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20135153,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20392175,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20110736,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20309981,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20080560,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20081084,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20118167,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20402537,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20413935,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,the card inlet house was damaged and needs to be fixed by the technician,Relay,Hardware,Minor,Done,Factory,Done @ 8 June,2020,,
SCDC,South,Maadi,Maintenance,2020-02-09,20137085,ME514-V4,SCDC management asked to check the meter and if healthy  reset the meter,The meter is healthy and reset and Out of factory made,,Meter Inspection,Minor,Done,Service Management,-,2020,,
